OrgNumber; PhoneNumber; Operator 
"5567553291"; "070-771 43 90"; "Tele2 Sverige AB"
"5567553291"; "0416-100 44"; "Tele2 Sverige AB"
"5568793060"; "08-409 105 74"; "Tele2 Sverige AB"
"5568793060"; "070-556 50 04"; "Telia Sverige AB"
"5568793060"; "08-32 00 29"; "Tele2 Sverige AB"
"5568793060"; "08-32 00 50"; "Telia Sverige AB"
"5568793060"; "070-497 00 20"; "TeliaSonera AB"
"5562032671"; "070-248 29 48"; "Telia Sverige AB"
"5562032671"; "070-568 82 83"; "TeliaSonera AB"
"5562032671"; "070-568 82 95"; "Telia Sverige AB"
"5562032671"; "0980-100 64"; "Telia Sverige AB"
"5562032671"; "070-568 82 83"; "TeliaSonera AB"
"5562032671"; "070-248 29 48"; "Telia Sverige AB"
"5590035811"; "070-291 46 74"; "Telia Sverige AB"
"5569723850"; "070-210 53 06"; "Telia Sverige AB"
"5565858833"; "0382-108 76"; "Telia Sverige AB"
"5569790917"; "070-727 27 28"; "HI3G Access AB"
"5569790917"; "070-775 91 52"; "HI3G Access AB"
"5569790917"; "073-513 69 29"; "HI3G Access AB"
"5569790917"; "076-555 76 49"; "HI3G Access AB"
"5569790917"; "072-002 22 05"; "HI3G Access AB"
"5566691142"; "070-910 17 00"; "HI3G Access AB"
"5590894092"; "073-373 00 88"; "TeliaSonera AB"
"5590894092"; "0480-200 88"; "Telia Sverige AB"
"5590894092"; "073-731 80 29"; "TeliaSonera AB"
"5563944767"; "070-647 50 58"; "TeliaSonera AB"
"5563944767"; "070-647 50 58"; "TeliaSonera AB"
"5568410350"; "070-586 07 50"; "HI3G Access AB"
"5567249718"; "070-640 01 95"; "TeliaSonera AB"
"5590433271"; "070-662 20 77"; "Tele2 Sverige AB"
"5567641930"; "070-640 43 20"; "Telia Sverige AB"
"5567641930"; "070-640 43 28"; "Telia Sverige AB"
"5590214937"; "0563-850 86"; "Telia Sverige AB"
"5590214937"; "072-709 34 03"; "Telia Sverige AB"
"5565484234"; "0921-500 77"; "Telia Sverige AB"
"5565484234"; "0921-516 61"; "Telia Sverige AB"
"5563668945"; "070-731 76 23"; "TeliaSonera AB"
"5563770519"; "019-23 05 00"; "Telia Sverige AB"
"5591679468"; "073-378 08 00"; "TeliaSonera AB"
"5590596226"; "070-583 98 53"; "Telia Sverige AB"
"5591822969"; "070-760 26 11"; "HI3G Access AB"
"5561848150"; "0322-505 00"; "Telia Sverige AB"
"5561848150"; "070-666 86 09"; "Telia Sverige AB"
"5591240709"; "073-349 77 10"; "Telenor Sverige AB"
"5590478854"; "070-573 03 05"; "Telenor Sverige AB"
"5563954907"; "0472-191 81"; "Telia Sverige AB"
"5563954907"; "073-701 39 70"; "HI3G Access AB"
"5568157050"; "076-881 22 52"; "Tele2 Sverige AB"
"5565407896"; "070-661 81 11"; "Telia Sverige AB"
"5562749894"; "070-218 88 99"; "Telia Sverige AB"
"5562749894"; "042-28 01 35"; "Telia Sverige AB"
"5591034920"; "070-975 94 65"; "Telenor Sverige AB"
"5591034920"; "070-665 98 96"; "Telenor Sverige AB"
"5591034920"; "070-975 94 65"; "Telenor Sverige AB"
"5591034920"; "031-13 10 16"; "Telenor Sverige AB"
"5566825138"; "070-840 61 47"; "HI3G Access AB"
"5569421273"; "08-550 917 50"; "TelaVox AB"
"5564251014"; "070-039 02 50"; "Tele2 Sverige AB"
"5564251014"; "073-620 09 97"; "HI3G Access AB"
"5564251014"; "08-24 02 50"; "Tele2 Sverige AB"
"5569625410"; "0302-211 23"; "Telia Sverige AB"
"5569625410"; "031-13 10 11"; "Telia Sverige AB"
"5568684186"; "070-849 57 15"; "HI3G Access AB"
"5568509144"; "073-591 39 62"; "HI3G Access AB"
"5568509144"; "011-12 83 00"; "HI3G Access AB (fix)"
"5568509144"; "011-19 99 00"; "HI3G Access AB (fix)"
"5568509144"; "010-214 63 30"; "HI3G Access AB (fix)"
"5566655774"; "08-19 30 03"; "Telia Sverige AB"
"5566655774"; "08-19 06 70"; "Telia Sverige AB"
"5566655774"; "08-19 06 30"; "Telia Sverige AB"
"5566655774"; "08-18 84 35"; "Telia Sverige AB"
"5590099569"; "040-54 79 54"; "Telia Sverige AB"
"5567476873"; "070-976 42 11"; "Tele2 Sverige AB"
"5566011218"; "070-540 65 19"; "TeliaSonera AB"
"5566011218"; "070-540 65 29"; "TeliaSonera AB"
"5566011218"; "070-540 65 19"; "TeliaSonera AB"
"5591519425"; "076-714 18 81"; "Tele2 Sverige AB"
"5591519425"; "070-090 95 97"; "Tele2 Sverige AB"
"5564863099"; "0478-103 00"; "Telia Sverige AB"
"5564863099"; "0478-107 85"; "Telia Sverige AB"
"5564863099"; "0478-103 65"; "Telia Sverige AB"
"5590860929"; "070-381 70 23"; "Telia Sverige AB"
"5566053517"; "031-13 98 70"; "Weblink IP Phone AB"
"5591783724"; "031-713 38 88"; "ComHem AB"
"5590616313"; "073-256 37 97"; "TeliaSonera AB"
"5590618319"; "072-735 40 80"; "Tele2 Sverige AB"
"5565283032"; "070-782 08 31"; "Telenor Sverige AB"
"5565283032"; "070-833 52 72"; "Telenor Sverige AB"
"5565283032"; "08-550 495 03"; "Telia Sverige AB"
"5568959752"; "070-597 71 17"; "TeliaSonera AB"
"5568959752"; "070-597 75 67"; "TeliaSonera AB"
"5591210579"; "070-983 19 55"; "Telenor Sverige AB"
"5591210579"; "070-843 56 55"; "Telenor Sverige AB"
"5592095037"; "070-400 10 75"; "Tele2 Sverige AB"
"5565262788"; "08-519 030 00"; "TeliaSonera AB"
"5565262788"; "040-12 52 85"; "Telia Sverige AB"
"5565262788"; "031-743 92 00"; "Telia Sverige AB"
"5565262788"; "070-890 33 31"; "Telenor Sverige AB"
"5565262788"; "070-890 32 82"; "Telenor Sverige AB"
"5565262788"; "040-12 52 95"; "Telia Sverige AB"
"5565262788"; "040-12 65 20"; "Telia Sverige AB"
"5562323112"; "073-820 99 88"; "Telia Sverige AB"
"5565550539"; "0652-161 85"; "Telia Sverige AB"
"5565550539"; "0652-161 48"; "Telia Sverige AB"
"5565586145"; "070-375 24 90"; "Telenor Sverige AB"
"5565586145"; "0435-44 33 19"; "Telia Sverige AB"
"5568810153"; "076-825 74 64"; "HI3G Access AB"
"5568810153"; "072-537 69 52"; "Telia Sverige AB"
"5568810153"; "0480-42 03 31"; "Telia Sverige AB"
"5590841655"; "073-946 74 60"; "HI3G Access AB"
"5590841655"; "070-930 77 51"; "HI3G Access AB"
"5590841655"; "046-29 33 87"; "HI3G Access AB (fix)"
"5567427884"; "070-975 50 85"; "HI3G Access AB"
"5567427884"; "070-740 66 69"; "HI3G Access AB"
"5562399997"; "070-886 64 01"; "Telenor Sverige AB"
"5562399997"; "070-378 41 42"; "Telenor Sverige AB"
"5562399997"; "070-865 82 93"; "Telenor Sverige AB"
"5562399997"; "070-865 83 36"; "Telenor Sverige AB"
"5561530329"; "070-698 87 47"; "Telia Sverige AB"
"5561530329"; "070-698 87 47"; "Telia Sverige AB"
"5561530329"; "070-698 87 47"; "Telia Sverige AB"
"5564627833"; "070-514 18 72"; "Telenor Sverige AB"
"5590272174"; "070-671 61 85"; "Telia Sverige AB"
"5560223660"; "031-28 04 60"; "Telia Sverige AB"
"5560223660"; "031-28 04 55"; "Telia Sverige AB"
"5560223660"; "031-28 04 55"; "Telia Sverige AB"
"5567030654"; "070-777 66 88"; "Tele2 Sverige AB"
"5567030654"; "073-980 72 57"; "Tele2 Sverige AB"
"5567030654"; "072-250 42 47"; "Tele2 Sverige AB"
"5567030654"; "0431-45 47 93"; "Tele2 Sverige AB"
"5562517762"; "072-207 09 29"; "Telia Sverige AB"
"5562517762"; "0978-711 55"; "Telia Sverige AB"
"5562517762"; "072-207 09 29"; "Telia Sverige AB"
"5569279291"; "076-043 91 31"; "Tele2 Sverige AB"
"5569279291"; "076-043 91 31"; "Tele2 Sverige AB"
"5567672034"; "076-185 47 88"; "HI3G Access AB"
"5567672034"; "076-185 47 88"; "HI3G Access AB"
"5568966831"; "070-999 27 88"; "TeliaSonera AB"
"5568966831"; "08-663 93 60"; "TeliaSonera AB"
"5568958093"; "042-34 39 00"; "Telia Sverige AB"
"5562902485"; "073-096 28 34"; "Telia Sverige AB"
"5562902485"; "070-523 65 07"; "Telia Sverige AB"
"5563609352"; "0340-66 04 11"; "Telenor Sverige AB"
"5563609352"; "070-536 27 52"; "iNabler AB"
"5563609352"; "070-536 37 28"; "iNabler AB"
"5563609352"; "070-755 71 41"; "iNabler AB"
"5563609352"; "073-845 44 15"; "Telia Sverige AB"
"5563609352"; "0340-62 12 17"; "TeliaSonera AB"
"5563609352"; "073-845 41 06"; "Telia Sverige AB"
"5563609352"; "073-845 41 18"; "Telia Sverige AB"
"5563609352"; "070-281 12 39"; "Telia Sverige AB"
"5568852700"; "072-561 01 55"; "Telia Sverige AB"
"5590716881"; "073-335 17 09"; "Tele2 Sverige AB"
"5591265102"; "070-742 44 30"; "HI3G Access AB"
"5591265102"; "070-749 95 70"; "HI3G Access AB"
"5590636626"; "073-046 26 68"; "Telia Sverige AB"
"5591779771"; "070-333 92 44"; "Telia Sverige AB"
"5561794693"; "070-587 60 55"; "Telia Sverige AB"
"5568615354"; "076-773 15 25"; "HI3G Access AB"
"5560845181"; "0417-420 88"; "Telia Sverige AB"
"5560845181"; "0417-420 40"; "0700 Sverige AB"
"5560845181"; "070-639 20 40"; "TeliaSonera AB"
"5568522782"; "08-650 48 55"; "Telenor Sverige AB"
"5568522782"; "08-650 09 86"; "Telenor Sverige AB"
"5568522782"; "08-650 25 10"; "Telenor Sverige AB"
"5564764461"; "070-574 74 84"; "Telenor Sverige AB"
"5564764461"; "070-981 46 78"; "Tele2 Sverige AB"
"5564764461"; "08-584 500 22"; "Telia Sverige AB"
"5591879605"; "070-839 93 34"; "Tele2 Sverige AB"
"5568690142"; "070-635 76 06"; "Telia Sverige AB"
"5568690142"; "018-69 39 92"; "Telia Sverige AB"
"5568690142"; "018-15 14 10"; "Telia Sverige AB"
"5591011290"; "070-249 49 19"; "Tele2 Sverige AB"
"5561939058"; "070-182 11 01"; "TeliaSonera AB"
"5561939058"; "073-637 46 25"; "Tele2 Sverige AB"
"5561939058"; "073-735 66 61"; "TeliaSonera AB"
"5561939058"; "073-885 41 11"; "TeliaSonera AB"
"5561939058"; "054-51 33 15"; "Telia Sverige AB"
"5561939058"; "070-182 11 01"; "TeliaSonera AB"
"5561939058"; "054-51 33 15"; "Telia Sverige AB"
"5561939058"; "070-182 11 01"; "TeliaSonera AB"
"5561939058"; "073-735 66 61"; "TeliaSonera AB"
"5561939058"; "054-51 33 15"; "Telia Sverige AB"
"5569196669"; "070-722 25 88"; "Tele2 Sverige AB"
"5569196669"; "076-551 89 60"; "Tele2 Sverige AB"
"5569196669"; "08-751 30 58"; "Telia Sverige AB"
"5569196669"; "08-751 86 11"; "Tele2 Sverige AB"
"5568253552"; "073-056 03 67"; "Tolv Mobil AB"
"5591008635"; "076-391 33 97"; "Tele2 Sverige AB"
"5591008635"; "076-390 95 06"; "Tele2 Sverige AB"
"5591008635"; "070-732 62 50"; "Tele2 Sverige AB"
"5591008635"; "070-732 62 50"; "Tele2 Sverige AB"
"5568818156"; "076-103 30 32"; "Telia Sverige AB"
"5568818156"; "076-103 30 32"; "Telia Sverige AB"
"5566783048"; "070-975 13 06"; "Telenor Sverige AB"
"5566783048"; "070-939 68 58"; "Telenor Sverige AB"
"5566783048"; "08-771 92 45"; "Telia Sverige AB"
"5568399116"; "070-337 04 43"; "Tele2 Sverige AB"
"5568399116"; "070-337 04 35"; "Tele2 Sverige AB"
"5569242208"; "070-694 55 88"; "Telia Sverige AB"
"5591013023"; "073-908 05 92"; "Tele2 Sverige AB"
"5590495429"; "070-568 12 95"; "HI3G Access AB"
"5562487008"; "070-604 00 79"; "Telia Sverige AB"
"5562487008"; "0454-466 57"; "Telia Sverige AB"
"5591825939"; "0790770335"; "Telenor Sverige AB"
"5562096577"; "070-607 06 43"; "Telia Sverige AB"
"5569512360"; "070-633 05 41"; "Telia Sverige AB"
"5591475180"; "073-550 50 52"; "Tele2 Sverige AB"
"5591475180"; "073-550 50 52"; "Tele2 Sverige AB"
"5566023189"; "08-667 40 06"; "Telia Sverige AB"
"5566023189"; "070-471 08 49"; "HI3G Access AB"
"5566548086"; "0248-136 48"; "Telia Sverige AB"
"5566548086"; "070-587 90 17"; "Telia Sverige AB"
"5566548086"; "0248-136 43"; "Telia Sverige AB"
"5566548086"; "070-587 90 17"; "Telia Sverige AB"
"5564558657"; "070-990 51 29"; "TeliaSonera AB"
"5564558657"; "070-990 51 29"; "TeliaSonera AB"
"5590066345"; "072-248 23 11"; "Telia Sverige AB"
"5567878722"; "070-956 95 94"; "TeliaSonera AB"
"5562133396"; "08-89 99 39"; "Telia Sverige AB"
"5562133396"; "070-889 99 24"; "HI3G Access AB"
"5562133396"; "070-882 24 45"; "HI3G Access AB"
"5569818247"; "073-092 66 39"; "Telia Sverige AB"
"5569818247"; "072-570 71 57"; "Telia Sverige AB"
"5567471965"; "070-538 50 32"; "HI3G Access AB"
"5591833693"; "073-023 30 10"; "Tele2 Sverige AB"
"5591833693"; "073-023 30 10"; "Tele2 Sverige AB"
"5591833693"; "070-236 43 08"; "Tele2 Sverige AB"
"5591434732"; "072-201 10 93"; "HI3G Access AB"
"5567912331"; "070-255 38 78"; "Tele2 Sverige AB"
"5566398474"; "070-535 12 60"; "Telia Sverige AB"
"5566398474"; "070-380 38 84"; "Telia Sverige AB"
"5568665185"; "076-392 69 69"; "Telenor Sverige AB"
"5568665185"; "070-717 00 07"; "Telenor Sverige AB"
"5567260186"; "019-611 88 99"; "Telia Sverige AB"
"5567260186"; "076-838 32 00"; "Telia Sverige AB"
"5567260186"; "076-838 32 00"; "Telia Sverige AB"
"5566930177"; "0560-142 43"; "Telia Sverige AB"
"5566930177"; "054-22 22 67"; "AllTele Allmänna Svenska Telefonaktiebolaget"
"5566930177"; "070-395 90 10"; "Telenor Sverige AB"
"5566930177"; "070-251 02 83"; "Telenor Sverige AB"
"5564837192"; "070-668 14 29"; "TeliaSonera AB"
"5564837192"; "072-233 00 68"; "Telia Sverige AB"
"5564837192"; "070-668 14 29"; "TeliaSonera AB"
"5568222540"; "036-16 62 22"; "Telia Sverige AB"
"5568642663"; "08-533 300 12"; "HI3G Access AB"
"5590635990"; "076-311 03 61"; "HI3G Access AB"
"5568559388"; "070-675 77 16"; "Telia Sverige AB"
"5568294176"; "070-461 27 90"; "Telenor Sverige AB"
"5568294176"; "072-210 65 92"; "TeliaSonera AB"
"5568294176"; "072-381 81 06"; "Telenor Sverige AB"
"5590650148"; "072-258 52 31"; "TeliaSonera AB"
"5591371728"; "073-832 11 35"; "TeliaSonera AB"
"5591980437"; "070-841 46 15"; "Telenor Sverige AB"
"5591980437"; "070-841 46 35"; "Telenor Sverige AB"
"5591980437"; "070-841 46 38"; "Telenor Sverige AB"
"5591980437"; "070-841 46 39"; "Telenor Sverige AB"
"5591980437"; "070-841 46 95"; "Telenor Sverige AB"
"5591980437"; "070-841 46 50"; "Telenor Sverige AB"
"5591980437"; "040-644 95 29"; "Tele2 Sverige AB"
"5561166157"; "070-495 28 44"; "Tele2 Sverige AB"
"5561166157"; "070-840 21 00"; "Telenor Sverige AB"
"5591112296"; "076-139 48 72"; "Telia Sverige AB"
"5591112296"; "076-139 47 38"; "Telia Sverige AB"
"5591112296"; "076-139 47 42"; "Telia Sverige AB"
"5591112296"; "076-139 47 46"; "Telia Sverige AB"
"5590090121"; "073-075 10 14"; "TeliaSonera AB"
"5568236482"; "070-450 12 11"; "HI3G Access AB"
"5568236482"; "070-450 12 11"; "HI3G Access AB"
"5563717791"; "08-19 49 04"; "Telia Sverige AB"
"5569449027"; "070-477 83 00"; "HI3G Access AB"
"5590456520"; "070-780 04 74"; "Tele2 Sverige AB"
"5569649063"; "072-338 44 84"; "HI3G Access AB"
"5569649063"; "072-305 00 48"; "HI3G Access AB"
"5569649063"; "013-14 22 45"; "HI3G Access AB (fix)"
"5590973250"; "070-422 78 91"; "Tele2 Sverige AB"
"5590222401"; "070-544 29 56"; "Tele2 Sverige AB"
"5590190582"; "070-227 44 75"; "HI3G Access AB"
"5590190582"; "070-208 55 52"; "HI3G Access AB"
"5590190582"; "073-041 77 06"; "HI3G Access AB"
"5590190582"; "070-250 82 22"; "HI3G Access AB"
"5568258833"; "08-560 507 70"; "Telia Sverige AB"
"5568258833"; "08-560 507 55"; "Telia Sverige AB"
"5565948691"; "073-974 45 47"; "Tele2 Sverige AB"
"5591574099"; "073-986 91 52"; "Tele2 Sverige AB"
"5566188578"; "070-654 40 15"; "Telia Sverige AB"
"5566188578"; "070-622 99 79"; "Telia Sverige AB"
"5566188578"; "0297-440 51"; "Telia Sverige AB"
"5566188578"; "070-654 40 15"; "Telia Sverige AB"
"5566188578"; "070-622 99 79"; "Telia Sverige AB"
"5566188578"; "0297-430 23"; "Telia Sverige AB"
"5567290217"; "070-610 14 04"; "Telia Sverige AB"
"5567290217"; "073-844 40 74"; "Telia Sverige AB"
"5567290217"; "018-444 36 10"; "QuickNet AB"
"5567290217"; "070-337 70 54"; "TeliaSonera AB"
"5567290217"; "073-054 00 81"; "Telia Sverige AB"
"5567290217"; "073-040 81 37"; "Telia Sverige AB"
"5567290217"; "070-239 37 89"; "Telia Sverige AB"
"5567290217"; "073-057 50 17"; "Telia Sverige AB"
"5567290217"; "073-028 83 14"; "Telia Sverige AB"
"5567290217"; "073-842 92 23"; "Telia Sverige AB"
"5591216550"; "070-680 32 02"; "Telia Sverige AB"
"5590216148"; "070-742 93 37"; "Tele2 Sverige AB"
"5590216148"; "08-464 70 25"; "Tele2 Sverige AB"
"5569724809"; "070-440 35 26"; "HI3G Access AB"
"5569724809"; "08-765 52 00"; "Tele2 Sverige AB"
"5569157166"; "073-550 80 60"; "Tele2 Sverige AB"
"5569157166"; "033-15 00 00"; "Tele2 Sverige AB"
"5569123663"; "070-395 91 83"; "TeliaSonera AB"
"5569123663"; "0225-539 00"; "Telia Sverige AB"
"5562973635"; "070-203 06 64"; "Telia Sverige AB"
"5569764565"; "070-381 51 88"; "Telia Sverige AB"
"5591544944"; "070-388 95 44"; "Telenor Sverige AB"
"5591726889"; "070-548 84 92"; "Telia Sverige AB"
"5568469802"; "031-55 55 55"; "Telenor Sverige AB"
"5568469802"; "031-55 55 55"; "Telenor Sverige AB"
"5569587099"; "070-713 59 59"; "TeliaSonera AB"
"5569974412"; "073-984 14 75"; "Tele2 Sverige AB"
"5569974412"; "073-984 14 75"; "Tele2 Sverige AB"
"5590468822"; "0392-100 63"; "TeliaSonera AB"
"5590468822"; "073-372 98 06"; "Tele2 Sverige AB"
"5566897004"; "070-422 13 33"; "TeliaSonera AB"
"5569154973"; "070-687 65 31"; "Telenor Sverige AB"
"5591222293"; "010-330 22 50"; "HI3G Access AB"
"5591222293"; "070-956 11 91"; "HI3G Access AB"
"5591222293"; "073-399 99 46"; "HI3G Access AB"
"5591583330"; "08-501 394 40"; "TeliaSonera AB"
"5591583330"; "070-450 05 47"; "TeliaSonera AB"
"5564769825"; "040-47 40 43"; "Telia Sverige AB"
"5564769825"; "040-97 12 72"; "Telia Sverige AB"
"5566042338"; "070-228 92 66"; "Tele2 Sverige AB"
"5591150239"; "070-816 61 82"; "TeliaSonera AB"
"5565615266"; "042-549 49"; "Telia Sverige AB"
"5591343099"; "070-756 26 22"; "Tele2 Sverige AB"
"5591343099"; "031-775 29 90"; "Telia Sverige AB"
"5562873629"; "0481-517 26"; "Telia Sverige AB"
"5562873629"; "0481-539 80"; "Telia Sverige AB"
"5566582390"; "072-202 07 72"; "Telia Sverige AB"
"5566582390"; "073-805 67 21"; "Telia Sverige AB"
"5566582390"; "070-224 33 96"; "Telia Sverige AB"
"5566582390"; "0173-362 80"; "Telia Sverige AB"
"5566582390"; "070-669 63 81"; "Telia Sverige AB"
"5566582390"; "072-202 07 72"; "Telia Sverige AB"
"5567143192"; "070-230 38 80"; "Telia Sverige AB"
"5567143192"; "070-607 51 71"; "Telia Sverige AB"
"5569384570"; "070-553 84 44"; "Telia Sverige AB"
"5569384570"; "070-598 50 36"; "Telia Sverige AB"
"5569384570"; "070-553 84 74"; "Telia Sverige AB"
"5569384570"; "070-584 53 89"; "Telia Sverige AB"
"5568919970"; "073-504 47 67"; "Tele2 Sverige AB"
"5590976469"; "070-516 23 46"; "Tele2 Sverige AB"
"5591654552"; "070-514 96 78"; "HI3G Access AB"
"5590254651"; "070-115 41 70"; "TeliaSonera AB"
"5590254651"; "070-115 41 70"; "TeliaSonera AB"
"5568060056"; "070-220 44 79"; "TeliaSonera AB"
"5590311386"; "072-020 50 64"; "Tele2 Sverige AB"
"5590384342"; "070-691 88 99"; "Telia Sverige AB"
"5565044756"; "070-546 65 62"; "Telia Sverige AB"
"5565044756"; "070-546 66 72"; "Telia Sverige AB"
"5565044756"; "08-715 32 00"; "Telia Sverige AB"
"5567322614"; "070-307 14 11"; "Telia Sverige AB"
"5565963013"; "08-26 16 75"; "Telia Sverige AB"
"5565963013"; "08-592 590 20"; "Telia Sverige AB"
"5590458708"; "072-733 83 33"; "Telia Sverige AB"
"5590458708"; "072-733 83 33"; "Telia Sverige AB"
"5565797213"; "070-603 09 00"; "Telia Sverige AB"
"5565797213"; "0152-134 01"; "Telia Sverige AB"
"5565797213"; "0152-134 04"; "Telia Sverige AB"
"5565797213"; "08-612 00 71"; "Telia Sverige AB"
"5565797213"; "0152-134 04"; "Telia Sverige AB"
"5565797213"; "070-603 09 00"; "Telia Sverige AB"
"5568411259"; "076-855 54 34"; "HI3G Access AB"
"5568705080"; "070-216 40 67"; "Telia Sverige AB"
"5568276488"; "076-833 37 00"; "Telia Sverige AB"
"5568276488"; "070-260 68 64"; "TeliaSonera AB"
"5590247168"; "073-020 82 29"; "TeliaSonera AB"
"5590980214"; "076-948 29 25"; "Tele2 Sverige AB"
"5590980214"; "076-550 29 25"; "Tele2 Sverige AB"
"5590980214"; "033-726 96 76"; "Tele2 Sverige AB"
"5563551596"; "070-726 61 22"; "Tele2 Sverige AB"
"5563551596"; "070-428 42 88"; "Tele2 Sverige AB"
"5591829345"; "070-550 32 22"; "Telenor Sverige AB"
"5591829345"; "070-550 32 22"; "Telenor Sverige AB"
"5567329262"; "073-346 87 70"; "HI3G Access AB"
"5591295448"; "070-260 22 46"; "Telia Sverige AB"
"5568257298"; "076-161 16 17"; "HI3G Access AB"
"5591051619"; "073-332 62 14"; "HI3G Access AB"
"5591051619"; "070-525 44 90"; "Tele2 Sverige AB"
"5566696380"; "070-541 48 82"; "TeliaSonera AB"
"5566696380"; "033-12 74 61"; "Telia Sverige AB"
"5566696380"; "033-12 74 60"; "Telia Sverige AB"
"5567557292"; "070-779 64 97"; "HI3G Access AB"
"5564268497"; "046-18 81 17"; "TeliaSonera AB"
"5590207014"; "073-999 83 28"; "Tele2 Sverige AB"
"5564171352"; "021-12 71 37"; "Telia Sverige AB"
"5564171352"; "070-689 90 86"; "Telia Sverige AB"
"5564171352"; "070-690 10 30"; "Telia Sverige AB"
"5564171352"; "070-930 04 98"; "TeliaSonera AB"
"5564171352"; "070-547 35 18"; "Telia Sverige AB"
"5564171352"; "018-50 02 85"; "Telia Sverige AB"
"5568792351"; "070-724 08 60"; "Tele2 Sverige AB"
"5568792351"; "070-486 80 09"; "Tele2 Sverige AB"
"5568792351"; "0451-29 20 00"; "Tele2 Sverige AB"
"5568792351"; "070-724 08 70"; "Tele2 Sverige AB"
"5568792351"; "0451-29 20 01"; "Tele2 Sverige AB"
"5568792351"; "0451-563 88"; "Telia Sverige AB"
"5569917130"; "070-814 02 88"; "TeliaSonera AB"
"5569917130"; "0495-402 88"; "Telia Sverige AB"
"5565515482"; "070-875 48 28"; "Telenor Sverige AB"
"5590549514"; "070-970 14 24"; "Tele2 Sverige AB"
"5564343050"; "0531-350 51"; "Telia Sverige AB"
"5564980117"; "070-622 20 59"; "Tele2 Sverige AB"
"5562190131"; "073-389 74 87"; "Tele2 Sverige AB"
"5562190131"; "08-590 736 70"; "Telia Sverige AB"
"5567891790"; "073-074 62 06"; "Telia Sverige AB"
"5567891790"; "070-245 17 32"; "Telia Sverige AB"
"5567891790"; "070-419 77 85"; "TeliaSonera AB"
"5565448635"; "070-422 82 31"; "Tele2 Sverige AB"
"5565448635"; "08-408 860 09"; "Tele2 Sverige AB"
"5565538088"; "0490-210 93"; "Telia Sverige AB"
"5569643660"; "070-783 36 06"; "Tele2 Sverige AB"
"5590416078"; "08-640 22 33"; "Com Hem AB"
"5590416078"; "070-401 20 99"; "HI3G Access AB"
"5590416078"; "070-253 24 37"; "HI3G Access AB"
"5565678900"; "073-985 86 56"; "Telenor Sverige AB"
"5569174013"; "035-341 98"; "Telia Sverige AB"
"5590916200"; "070-791 89 91"; "Tele2 Sverige AB"
"5566109053"; "073-421 46 60"; "Tele2 Sverige AB"
"5566109053"; "073-423 15 97"; "Tele2 Sverige AB"
"5566109053"; "070-410 56 74"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 40"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 41"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 50"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 51"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 55"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 57"; "Tele2 Sverige AB"
"5566109053"; "070-410 69 54"; "Tele2 Sverige AB"
"5569191496"; "040-29 50 35"; "Telia Sverige AB"
"5565945622"; "070-394 04 94"; "HI3G Access AB"
"5561824755"; "0346-303 53"; "Telia Sverige AB"
"5564347242"; "0793150023"; "HI3G Access AB"
"5564347242"; "070-331 83 30"; "HI3G Access AB"
"5564347242"; "070-767 12 65"; "HI3G Access AB"
"5562611748"; "073-077 68 24"; "Telia Sverige AB"
"5562611748"; "070-833 05 25"; "TeliaSonera AB"
"5562611748"; "08-33 05 25"; "Telia Sverige AB"
"5562234533"; "08-550 111 51"; "Telia Sverige AB"
"5562234533"; "08-550 397 87"; "Telia Sverige AB"
"5562234533"; "08-550 397 85"; "Telia Sverige AB"
"5562234533"; "070-541 09 96"; "Telia Sverige AB"
"5566225305"; "0303-77 11 27"; "Telia Sverige AB"
"5564929544"; "070-573 01 10"; "Telia Sverige AB"
"5564929544"; "0650-935 18"; "Telia Sverige AB"
"5564929544"; "0650-935 15"; "Telia Sverige AB"
"5564929544"; "070-573 01 10"; "Telia Sverige AB"
"5590163464"; "070-284 55 33"; "Tele2 Sverige AB"
"5590163464"; "070-433 83 01"; "Tele2 Sverige AB"
"5590163464"; "070-755 95 29"; "Tele2 Sverige AB"
"5568839814"; "070-531 38 92"; "Tele2 Sverige AB"
"5568839814"; "070-531 38 92"; "Tele2 Sverige AB"
"5565056685"; "046-32 33 30"; "Telia Sverige AB"
"5590579024"; "072-384 26 05"; "Telenor Sverige AB"
"5567125686"; "070-867 92 05"; "TeliaSonera AB"
"5567481915"; "0498-380 25"; "Telia Sverige AB"
"5565353017"; "08-645 64 15"; "Telia Sverige AB"
"5569879710"; "070-887 34 06"; "HI3G Access AB"
"5565882338"; "076-104 60 60"; "TeliaSonera AB"
"5568237365"; "073-774 28 92"; "TeliaSonera AB"
"5564768090"; "076-025 43 70"; "TeliaSonera AB"
"5561253179"; "044-400 90"; "Telia Sverige AB"
"5567234090"; "0523-327 60"; "Telia Sverige AB"
"5590736996"; "08-580 134 50"; "Telia Sverige AB"
"5591522866"; "070-455 46 18"; "Tele2 Sverige AB"
"5562527803"; "070-518 62 64"; "TeliaSonera AB"
"5562527803"; "054-18 02 64"; "Telia Sverige AB"
"5562527803"; "070-518 62 64"; "TeliaSonera AB"
